570.10181	24
570.31116	5
570.52051	26
570.72992	23
570.93927	35
571.14868	-33
571.35803	12
571.56744	2
571.77679	1
571.98621	18
572.19556	-1
572.40497	40
572.61432	19
572.82373	7
573.03308	-2
573.24249	8
573.45184	21
573.66125	-3
573.87061	0
574.08002	10
574.28937	1
574.49878	-7
574.70813	17
574.91754	27
575.12689	17
575.3363	21
575.54565	30
575.75507	1
575.96442	26
576.17383	-3
576.38318	28
576.59259	33
576.80194	-23
577.01135	12
577.2207	37
577.43011	1
577.63947	-4
577.84888	9
578.05823	10
578.26764	9
578.47699	14
578.6864	28
578.89575	15
579.1051	15
579.31451	13
579.52386	25
579.73328	28
579.94263	16
580.15204	17
580.36139	5
580.5708	16
580.78015	15
580.98956	7
581.19891	-8
581.40833	-2
581.61768	26
581.82709	-4
582.03644	-2
582.24585	19
582.4552	22
582.66461	-10
582.87396	20
583.08337	25
583.29272	6
583.50214	38
583.71149	17
583.9209	27
584.13025	-17
584.33966	16
584.54901	18
584.75842	48
584.96777	3
585.17719	-1
585.38654	33
585.59595	25
585.8053	39
586.01471	2
586.22406	1
586.43341	16
586.64282	9
586.85217	25
587.06158	25
587.27094	16
587.48035	2
587.6897	17
587.89911	20
588.10846	21
588.31787	14
588.52722	5
588.73663	28
588.94598	5
589.1554	18
589.36475	14
589.57416	8
589.78351	-1
589.99292	24
590.20227	40
590.41168	6
590.62103	37
590.83038	0
591.03979	-2
591.24915	-22
591.45856	8
591.66791	7
591.87732	31
592.08667	23
592.29608	0
592.50543	12
592.71484	40
592.92419	-9
593.13361	-14
593.34296	-4
593.55231	27
593.76172	17
593.97107	33
594.18048	15
594.38983	8
594.59924	38
594.80859	13
595.01801	16
595.22736	-18
595.43677	9
595.64612	-4
595.85547	-9
596.06488	16
596.27423	-3
596.48364	-10
596.69299	26
596.9024	39
597.11176	18
597.32117	39
597.53052	41
597.73987	5
597.94928	19
598.15863	-8
598.36804	27
598.57739	22
598.7868	40
598.99615	21
599.20557	-14
599.41492	11
599.62427	36
599.83368	-10
600.04303	42
600.25244	40
600.46179	16
600.67114	9
600.88055	-20
601.0899	37
601.29932	39
601.50867	15
601.71808	-2
601.92743	-3
602.13678	-3
602.34619	3
602.55554	-15
602.76495	16
602.9743	-3
603.18365	8
603.39307	5
603.60242	-20
603.81183	1
604.02118	13
604.23053	30
604.43994	24
604.64929	18
604.8587	23
605.06805	8
605.2774	-1
605.48682	10
605.69617	22
605.90558	-2
606.11493	32
606.32428	5
606.53369	25
606.74304	32
606.95245	8
607.1618	8
607.37115	13
607.58057	3
607.78992	6
607.99927	9
608.20868	23
608.41803	40
608.62744	-6
608.83679	15
609.04614	2
609.25555	57
609.4649	1
609.67426	-1
609.88367	39
610.09302	26
610.30237	44
610.51178	9
610.72113	-6
610.93054	8
611.13989	-27
611.34924	25
611.55865	25
611.76801	39
611.97736	34
612.18677	-2
612.39612	-7
612.60547	23
612.81488	12
613.02423	43
613.23358	13
613.44299	14
613.65234	4
613.86169	-8
614.07111	7
614.28046	7
614.48981	9
614.69916	-9
614.90857	19
615.11792	-17
615.32727	13
615.53668	12
615.74603	1
615.95538	42
616.16479	-5
616.37415	-7
616.5835	22
616.79291	19
617.00226	9
617.21161	35
617.42096	-7
617.63037	-24
617.83972	32
618.04907	7
618.25848	4
618.46783	-2
618.67719	-3
618.88654	16
619.09595	-3
619.3053	33
619.51465	-5
619.724	23
619.93341	14
620.14276	9
620.35211	38
620.56152	14
620.77087	-7
620.98022	22
621.18958	12
621.39899	43
621.60834	7
621.81769	-8
622.02704	5
622.23639	18
622.4458	9
622.65515	3
622.8645	11
623.07385	18
623.28326	6
623.49261	-14
623.70197	7
623.91132	22
624.12073	36
624.33008	30
624.53943	12
624.74878	6
624.95813	-15
625.16754	-1
625.37689	0
625.58624	23
625.79559	34
626.00494	11
626.21436	20
626.42371	24
626.63306	17
626.84241	-1
627.05176	34
627.26111	-7
627.47052	36
627.67987	-4
627.88922	5
628.09857	37
628.30792	35
628.51727	-22
628.72668	10
628.93604	14
629.14539	11
629.35474	6
629.56409	-23
629.77344	-26
629.98279	14
630.1922	7
630.40155	21
630.6109	-5
630.82025	3
631.0296	2
631.23895	-6
631.4483	22
631.65771	22
631.86707	13
632.07642	-14
632.28577	11
632.49512	4
632.70447	20
632.91382	3
633.12317	13
633.33252	3
633.54187	4
633.75128	-6
633.96063	5
634.16998	18
634.37933	37
634.58868	17
634.79803	8
635.00739	11
635.21674	7
635.42609	6
635.63544	28
635.84479	24
636.05414	11
636.26349	-1
636.47284	-15
636.68219	9
636.8916	44
637.10095	52
637.3103	29
637.51965	31
637.729	19
637.93835	8
638.14771	18
638.35706	21
638.56641	18
638.77576	0
638.98511	-21
639.19446	34
639.40381	6
639.61316	-5
639.82251	17
640.03186	1
640.24121	4
640.45056	28
640.65991	16
640.86926	3
641.07861	22
641.28796	-12
641.49731	1
641.70667	14
641.91602	3
642.12537	27
642.33472	12
642.54401	21
642.75336	10
642.96271	9
643.17206	-8
643.38141	-21
643.59076	-15
643.80011	18
644.00946	29
644.21881	23
644.42816	3
644.63751	19
644.84686	3
645.05621	15
645.26556	-8
645.47485	-5
645.6842	37
645.89355	40
646.10291	-9
646.31226	20
646.52161	13
646.73096	-1
646.94031	-2
647.14966	15
647.35895	1
647.5683	16
647.77765	-15
647.987	-1
648.19635	-7
648.4057	11
648.61505	16
648.82434	21
649.03369	35
649.24304	49
649.45239	30
649.66174	7
649.87109	-10
650.08038	22
650.28973	28
650.49908	16
650.70844	26
650.91779	-12
651.12708	15
651.33643	-7
651.54578	14
651.75513	-4
651.96448	1
652.17377	30
652.38312	18
652.59247	17
652.80182	-5
653.01111	33
653.22046	-4
653.42981	15
653.63916	-10
653.84845	19
654.0578	3
654.26715	2
654.4765	20
654.68579	9
654.89514	39
655.10449	22
655.31384	-10
655.52313	5
655.73248	14
655.94183	-3
656.15112	29
656.36047	6
656.56982	-5
656.77917	15
656.98846	17
657.19781	13
657.40717	9
657.61646	31
657.82581	16
658.03516	36
658.24445	3
658.4538	11
658.66315	13
658.87244	-2
659.08179	-3
659.29114	-12
659.50043	26
659.70978	-8
659.91907	-5
660.12842	45
660.33777	-6
660.54706	-28
660.75641	14
660.9657	7
661.17505	11
661.3844	32
661.59369	14
661.80304	-11
662.01233	23
662.22168	8
662.43103	8
662.64032	1
662.84967	30
663.05896	37
663.26831	39
663.4776	-15
663.68695	23
663.89624	10
664.10559	-7
664.31494	0
664.52423	-5
664.73358	31
664.94287	-28
665.15222	1
665.36151	-3
665.57086	19
665.78015	33
665.9895	-1
666.19879	-39
666.40814	-17
666.61743	-21
666.82678	0
667.03607	21
667.24536	13
667.45471	10
667.664	24
667.87335	21
668.08264	-13
668.29199	-22
668.50128	-19
668.71063	24
668.91992	-4
669.12921	4
669.33856	12
669.54785	24
669.7572	0
669.96649	26
670.17578	7
670.38513	-9
670.59442	21
670.80377	11
671.01306	12
671.22235	26
671.4317	-2
671.64099	-7
671.85028	14
672.05963	33
672.26892	20
672.47827	25
672.68756	10
672.89685	7
673.1062	19
673.31549	23
673.52478	-6
673.73407	27
673.94342	5
674.15271	37
674.362	50
674.57135	3
674.78064	22
674.98993	-21
675.19922	47
675.40857	18
675.61786	36
675.82715	6
676.0365	16
676.24579	18
676.45508	28
676.66437	17
676.87366	33
677.08301	48
677.2923	26
677.50159	9
677.71088	31
677.92023	17
678.12952	40
678.33881	34
678.5481	71
678.75739	45
678.96674	18
679.17603	23
679.38531	31
679.5946	38
679.80389	51
680.01318	53
680.22247	68
680.43182	63
680.64111	64
680.8504	63
681.05969	26
681.26898	77
681.47827	43
681.68756	84
681.89685	77
682.1062	92
682.31549	113
682.52478	114
682.73407	95
682.94336	90
683.15265	90
683.36194	111
683.57123	150
683.78052	115
683.98981	154
684.1991	138
684.40839	180
684.61768	202
684.82697	202
685.03625	186
685.24554	182
685.45483	258
685.66412	202
685.87341	196
686.0827	271
686.29199	266
686.50128	203
686.71057	229
686.91986	296
687.12915	247
687.33844	258
