570.10181	22
570.31116	-9
570.52051	12
570.72992	31
570.93927	14
571.14868	-1
571.35803	19
571.56744	1
571.77679	14
571.98621	20
572.19556	30
572.40497	35
572.61432	37
572.82373	16
573.03308	13
573.24249	9
573.45184	-23
573.66125	2
573.87061	18
574.08002	8
574.28937	-1
574.49878	-8
574.70813	30
574.91754	22
575.12689	27
575.3363	14
575.54565	8
575.75507	26
575.96442	16
576.17383	3
576.38318	36
576.59259	38
576.80194	-17
577.01135	16
577.2207	0
577.43011	2
577.63947	13
577.84888	23
578.05823	28
578.26764	18
578.47699	2
578.6864	14
578.89575	-29
579.1051	22
579.31451	38
579.52386	31
579.73328	7
579.94263	1
580.15204	28
580.36139	-2
580.5708	17
580.78015	-6
580.98956	13
581.19891	8
581.40833	-10
581.61768	26
581.82709	13
582.03644	-20
582.24585	17
582.4552	9
582.66461	26
582.87396	-7
583.08337	-14
583.29272	-1
583.50214	14
583.71149	24
583.9209	57
584.13025	-14
584.33966	11
584.54901	17
584.75842	52
584.96777	14
585.17719	18
585.38654	46
585.59595	14
585.8053	13
586.01471	23
586.22406	5
586.43341	35
586.64282	15
586.85217	25
587.06158	40
587.27094	13
587.48035	12
587.6897	2
587.89911	57
588.10846	18
588.31787	12
588.52722	9
588.73663	22
588.94598	-15
589.1554	4
589.36475	8
589.57416	-13
589.78351	2
589.99292	3
590.20227	41
590.41168	-2
590.62103	22
590.83038	-1
591.03979	8
591.24915	-19
591.45856	13
591.66791	1
591.87732	6
592.08667	5
592.29608	13
592.50543	4
592.71484	35
592.92419	5
593.13361	9
593.34296	-17
593.55231	15
593.76172	21
593.97107	0
594.18048	13
594.38983	4
594.59924	19
594.80859	21
595.01801	10
595.22736	-1
595.43677	17
595.64612	-1
595.85547	4
596.06488	19
596.27423	-4
596.48364	1
596.69299	12
596.9024	25
597.11176	23
597.32117	8
597.53052	43
597.73987	22
597.94928	14
598.15863	1
598.36804	-1
598.57739	48
598.7868	32
598.99615	31
599.20557	1
599.41492	8
599.62427	29
599.83368	34
600.04303	10
600.25244	26
600.46179	21
600.67114	12
600.88055	13
601.0899	22
601.29932	41
601.50867	16
601.71808	-6
601.92743	-1
602.13678	-12
602.34619	-13
602.55554	-31
602.76495	34
602.9743	-4
603.18365	7
603.39307	12
603.60242	12
603.81183	-5
604.02118	-4
604.23053	-2
604.43994	26
604.64929	14
604.8587	21
605.06805	-8
605.2774	-11
605.48682	35
605.69617	30
605.90558	15
606.11493	3
606.32428	-5
606.53369	15
606.74304	42
606.95245	14
607.1618	12
607.37115	-17
607.58057	25
607.78992	9
607.99927	-8
608.20868	5
608.41803	30
608.62744	13
608.83679	0
609.04614	-9
609.25555	27
609.4649	-4
609.67426	18
609.88367	35
610.09302	-6
610.30237	25
610.51178	15
610.72113	-1
610.93054	26
611.13989	-16
611.34924	17
611.55865	1
611.76801	16
611.97736	24
612.18677	20
612.39612	15
612.60547	2
612.81488	4
613.02423	20
613.23358	27
613.44299	18
613.65234	-3
613.86169	26
614.07111	8
614.28046	21
614.48981	8
614.69916	14
614.90857	7
615.11792	-4
615.32727	9
615.53668	53
615.74603	19
615.95538	36
616.16479	18
616.37415	4
616.5835	13
616.79291	1
617.00226	7
617.21161	12
617.42096	1
617.63037	-7
617.83972	14
618.04907	15
618.25848	0
618.46783	6
618.67719	3
618.88654	-3
619.09595	0
619.3053	2
619.51465	-16
619.724	6
619.93341	30
620.14276	9
620.35211	45
620.56152	30
620.77087	22
620.98022	5
621.18958	-1
621.39899	40
621.60834	17
621.81769	0
622.02704	33
622.23639	20
622.4458	-5
622.65515	12
622.8645	46
623.07385	11
623.28326	16
623.49261	-6
623.70197	-5
623.91132	41
624.12073	4
624.33008	10
624.53943	3
624.74878	29
624.95813	-7
625.16754	23
625.37689	14
625.58624	14
625.79559	30
626.00494	19
626.21436	-8
626.42371	30
626.63306	-1
626.84241	14
627.05176	13
627.26111	-10
627.47052	33
627.67987	18
627.88922	-6
628.09857	44
628.30792	38
628.51727	-22
628.72668	19
628.93604	43
629.14539	18
629.35474	5
629.56409	35
629.77344	3
629.98279	-3
630.1922	-2
630.40155	3
630.6109	-23
630.82025	-8
631.0296	11
631.23895	-1
631.4483	-5
631.65771	8
631.86707	-9
632.07642	-11
632.28577	16
632.49512	18
632.70447	9
632.91382	-14
633.12317	6
633.33252	9
633.54187	0
633.75128	10
633.96063	13
634.16998	16
634.37933	26
634.58868	16
634.79803	8
635.00739	12
635.21674	-10
635.42609	-21
635.63544	37
635.84479	14
636.05414	19
636.26349	-14
636.47284	2
636.68219	27
636.8916	18
637.10095	39
637.3103	17
637.51965	14
637.729	7
637.93835	11
638.14771	14
638.35706	3
638.56641	10
638.77576	-15
638.98511	-4
639.19446	5
639.40381	39
639.61316	-8
639.82251	26
640.03186	-1
640.24121	-21
640.45056	5
640.65991	8
640.86926	5
641.07861	-11
641.28796	-5
641.49731	-15
641.70667	3
641.91602	19
642.12537	33
642.33472	9
642.54401	32
642.75336	22
642.96271	-28
643.17206	5
643.38141	-19
643.59076	-24
643.80011	-1
644.00946	24
644.21881	22
644.42816	-24
644.63751	27
644.84686	18
645.05621	-11
645.26556	-5
645.47485	-11
645.6842	43
645.89355	29
646.10291	-21
646.31226	20
646.52161	4
646.73096	3
646.94031	16
647.14966	-13
647.35895	5
647.5683	4
647.77765	2
647.987	-17
648.19635	10
648.4057	6
648.61505	12
648.82434	23
649.03369	12
649.24304	45
649.45239	28
649.66174	7
649.87109	16
650.08038	-3
650.28973	-1
650.49908	9
650.70844	22
650.91779	-8
651.12708	-13
651.33643	7
651.54578	10
651.75513	-2
651.96448	11
652.17377	10
652.38312	10
652.59247	17
652.80182	-13
653.01111	40
653.22046	-6
653.42981	20
653.63916	39
653.84845	2
654.0578	9
654.26715	32
654.4765	-9
654.68579	-3
654.89514	8
655.10449	-6
655.31384	12
655.52313	7
655.73248	20
655.94183	-3
656.15112	6
656.36047	24
656.56982	4
656.77917	33
656.98846	16
657.19781	31
657.40717	-8
657.61646	14
657.82581	29
658.03516	4
658.24445	23
658.4538	15
658.66315	-19
658.87244	10
659.08179	24
659.29114	-18
659.50043	1
659.70978	-23
659.91907	-10
660.12842	10
660.33777	13
660.54706	-15
660.75641	-2
660.9657	14
661.17505	9
661.3844	23
661.59369	19
661.80304	1
662.01233	10
662.22168	21
662.43103	0
662.64032	23
662.84967	8
663.05896	44
663.26831	20
663.4776	-12
663.68695	25
663.89624	3
664.10559	-11
664.31494	2
664.52423	7
664.73358	9
664.94287	-7
665.15222	33
665.36151	-1
665.57086	21
665.78015	2
665.9895	20
666.19879	-4
666.40814	5
666.61743	14
666.82678	7
667.03607	3
667.24536	20
667.45471	32
667.664	10
667.87335	12
668.08264	-35
668.29199	-15
668.50128	-14
668.71063	7
668.91992	-4
669.12921	-18
669.33856	12
669.54785	6
669.7572	-21
669.96649	14
670.17578	-4
670.38513	3
670.59442	21
670.80377	8
671.01306	13
671.22235	17
671.4317	30
671.64099	5
671.85028	27
672.05963	28
672.26892	4
672.47827	14
672.68756	6
672.89685	6
673.1062	31
673.31549	35
673.52478	-6
673.73407	42
673.94342	-12
674.15271	20
674.362	5
674.57135	24
674.78064	21
674.98993	-14
675.19922	17
675.40857	25
